poem.10.txt,0.08505,0.02000,0.00000,3.48333,0.00000,0.00000,12.80238,0.186,0.242,0.124,0.277,0.759,0.483
poem.11053.txt,0.01707,0.01442,0.00000,8.37619,0.00000,0.00017,29.12857,0.173,0.275,0.104,0.034,0.929,1.314
poem.11099.txt,0.19335,0.00000,0.00000,6.69667,0.00000,0.00000,9.20000,0.082,0.291,0.145,0.000,1.036,0.867
poem.11288.txt,0.00564,0.00000,0.00000,0.00000,0.00000,0.00000,1.02727,0.180,0.198,0.099,0.364,1.208,1.111
poem.11351.txt,0.12624,0.00000,0.00000,4.66667,0.00000,0.00000,0.87778,0.063,0.304,0.179,0.029,0.774,0.400
poem.11427.txt,0.00927,0.00000,0.00000,1.34667,0.00000,0.00272,0.60000,0.184,0.092,0.138,0.500,0.600,1.500
poem.11522.txt,0.04714,0.00000,0.00000,6.27500,0.90000,0.00000,2.72500,0.164,0.221,0.066,0.111,1.080,2.333
poem.11523.txt,0.05550,0.02727,0.00000,3.12333,0.00000,0.00000,3.92667,0.102,0.299,0.061,0.096,0.729,0.771
poem.11752.txt,0.01400,0.00000,0.00000,47.09437,0.00000,0.00181,53.14722,0.200,0.241,0.066,0.355,0.897,0.814
poem.11804.txt,0.04764,0.00000,0.00000,3.15000,0.00000,0.00000,8.75556,0.190,0.201,0.069,0.371,0.542,1.750
poem.11856.txt,0.06805,0.00000,0.00000,6.15190,0.00000,0.00000,10.98190,0.171,0.276,0.122,0.176,0.919,0.944
poem.11897.txt,0.02481,0.00000,0.00000,1.10000,0.00000,0.00000,3.68786,0.166,0.232,0.086,0.057,1.029,1.133
poem.11925.txt,0.01050,0.02750,0.00000,1.46667,0.80000,0.00000,14.39535,0.096,0.281,0.123,0.073,0.674,0.950
poem.11973.txt,0.00565,0.00000,0.00000,0.00000,0.00000,0.00000,1.35556,0.180,0.240,0.140,0.194,0.491,0.714
poem.12.txt,0.04156,0.00000,0.00000,1.64000,0.00000,0.00000,0.00000,0.181,0.181,0.117,0.529,0.667,1.000
poem.12249.txt,0.02249,0.00000,0.00000,0.24444,0.00000,0.00000,0.70000,0.215,0.246,0.092,0.063,0.208,1.333
poem.12269.txt,0.03753,0.00964,0.00000,3.06333,0.00000,0.00076,56.64030,0.090,0.279,0.143,0.055,0.630,0.811
poem.12421.txt,0.00811,0.00682,0.00000,0.73333,0.00000,0.00000,2.82373,0.152,0.255,0.103,0.064,0.704,0.394
poem.12960.txt,0.00731,0.00000,0.00000,0.00000,0.00000,0.00000,0.52615,0.154,0.256,0.090,0.050,1.235,1.250
poem.12961.txt,0.04122,0.03667,0.00000,0.55000,0.00000,0.00000,4.67381,0.121,0.318,0.068,0.071,0.692,0.810
poem.12962.txt,0.03888,0.02000,0.00000,0.00000,0.00000,0.01705,3.39667,0.167,0.274,0.071,0.087,0.955,0.643
poem.13.txt,0.15119,0.00000,0.00000,4.40000,0.00000,0.00000,0.00000,0.125,0.238,0.125,0.158,0.385,2.000
poem.13059.txt,0.04357,0.00379,0.00000,0.75000,0.00000,0.00027,17.96040,0.168,0.229,0.126,0.180,0.856,1.132
poem.13154.txt,0.02057,0.00000,0.00000,0.60000,0.00000,0.00068,16.38722,0.107,0.278,0.152,0.030,0.935,0.820
poem.13364.txt,0.13173,0.00000,0.00000,3.08333,0.00000,0.00000,2.05000,0.177,0.220,0.071,0.129,0.692,0.714
poem.13390.txt,0.02267,0.08242,0.00000,0.57778,0.00000,0.00000,3.78471,0.202,0.202,0.085,0.115,0.442,0.700
poem.13504.txt,0.00873,0.00000,0.00000,0.00000,0.00000,0.00000,0.62857,0.111,0.256,0.122,0.000,0.577,0.818
poem.13623.txt,0.01861,0.00000,0.00000,0.76429,0.00000,0.00000,5.83515,0.117,0.265,0.085,0.102,0.707,0.962
poem.13815.txt,0.03318,0.00000,0.00000,3.65667,0.00000,0.00000,0.72000,0.113,0.282,0.113,0.000,0.286,0.583
