poemname,end,internal,eye,full,rich,identical,slant
poem.16467.txt,0.03653,0.00522,0.00000,2.74333,0.00000,0.00130,5.76667
poem.16554.txt,0.03742,0.00000,0.00000,1.35000,0.00000,0.00000,4.34714
poem.16665.txt,0.02462,0.04250,0.00000,10.90714,0.00000,0.00069,150.47167
poem.16968.txt,0.04334,0.01608,0.00000,19.63333,0.00000,0.00054,39.58950
poem.17023.txt,0.02118,0.00652,0.00000,6.64167,0.00000,0.00173,3.29167
poem.171045.txt,0.01682,0.03333,0.00000,1.26000,0.00000,0.00000,6.54810
poem.171056.txt,0.11458,0.00000,0.00000,0.00000,0.00000,0.00000,4.95000
poem.171072.txt,0.03677,0.00000,0.00000,0.37143,0.00000,0.00000,14.78429
poem.171087.txt,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20000
poem.171088.txt,0.03489,0.03333,0.00000,0.43333,0.00000,0.00551,5.10754
poem.171089.txt,0.01442,0.00000,0.00000,0.00000,0.00000,0.00000,1.58667
poem.171093.txt,0.02252,0.00000,0.00000,0.00000,0.00000,0.00000,1.01333
poem.171098.txt,0.02088,0.00000,0.00000,0.00000,0.00000,0.00000,1.49667
poem.171120.txt,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
poem.171136.txt,0.00442,0.02778,0.00000,0.00000,0.00000,0.00000,0.81905
poem.171137.txt,0.00352,0.00000,0.00000,0.00000,0.00000,0.00000,0.64000
poem.171139.txt,0.03113,0.00000,0.00000,0.00000,0.00000,0.00000,1.80476
poem.171143.txt,0.01931,0.00000,0.00000,0.73333,0.00000,0.00000,0.65714
poem.171147.txt,0.01768,0.00000,0.00000,0.00000,0.00000,0.00000,2.84833
poem.171148.txt,0.02878,0.01978,0.00000,0.00000,0.00000,0.00631,3.38071
poem.171168.txt,0.02582,0.02037,0.00000,0.75000,0.00000,0.00158,4.04071
poem.171173.txt,0.01827,0.00000,0.00000,3.74667,0.00000,0.00000,4.88095
poem.171176.txt,0.01584,0.00000,0.00000,0.00000,0.00000,0.00000,6.19952
poem.171199.txt,0.03855,0.02333,0.00000,4.20000,0.00000,0.00000,10.89238
poem.171221.txt,0.02551,0.03695,0.00000,3.18333,0.00000,0.00000,4.37667
poem.171223.txt,0.01190,0.01968,0.00000,0.36667,0.00000,0.00000,2.58698
poem.171226.txt,0.00000,0.07692,0.00000,0.00000,0.00000,0.00649,0.00000
poem.171228.txt,0.00857,0.03867,0.00000,0.28000,0.00000,0.00135,6.83667
poem.171229.txt,0.05346,0.02418,0.00000,1.40000,0.00000,0.01171,12.41197
poem.171231.txt,0.03682,0.00000,0.00000,0.00000,0.00000,0.00000,1.45000
poem.171233.txt,0.02323,0.03700,0.00000,2.95000,0.00000,0.00096,10.32524
poem.171234.txt,0.04881,0.00000,0.00000,0.00000,0.00000,0.00000,0.95000
poem.171237.txt,0.02817,0.01167,0.00000,0.93000,0.00000,0.00000,3.73667
poem.171238.txt,0.00531,0.00000,0.00000,0.00000,0.00000,0.00000,1.81667
poem.171239.txt,0.02739,0.00761,0.00000,0.00000,0.00000,0.00093,5.13190
poem.171241.txt,0.01471,0.00000,0.00000,1.40000,0.00000,0.00067,6.81690
poem.171243.txt,0.00300,0.00000,0.00000,0.00000,0.00000,0.00286,0.63000
poem.171244.txt,0.01404,0.00000,0.00000,1.83333,0.00000,0.00000,41.70651
poem.171245.txt,0.00760,0.00000,0.00000,0.73333,0.00000,0.00183,6.33333
poem.171247.txt,0.04672,0.01429,0.00000,58.36167,1.73333,0.00025,334.44786
poem.171249.txt,0.01669,0.03182,0.00000,1.94667,0.00000,0.00012,36.12524
poem.171250.txt,0.00526,0.00000,0.00000,0.55000,0.00000,0.00000,0.88000
poem.171254.txt,0.01078,0.00000,0.00000,0.00000,0.00000,0.00000,3.53556
poem.171259.txt,0.01929,0.00000,0.00000,0.00000,0.00000,0.00000,1.53333
poem.171260.txt,0.03182,0.01706,0.00000,0.95077,0.00000,0.00047,17.03126
poem.171262.txt,0.01425,0.01409,0.00000,3.02143,0.60000,0.00000,6.97119
poem.171264.txt,0.03438,0.00000,0.00000,0.00000,0.00000,0.00000,4.03111
poem.171267.txt,0.02675,0.00000,0.00000,0.00000,0.00000,0.00000,12.52079
poem.171268.txt,0.05525,0.01608,0.00000,11.81333,0.00000,0.00000,1.96312
poem.171269.txt,0.01443,0.00000,0.00000,1.80000,0.00000,0.00000,6.16667
poem.171272.txt,0.01806,0.00000,0.00000,2.86667,0.00000,0.00347,1.46833
poem.171277.txt,0.03023,0.00800,0.00000,11.66167,0.00000,0.00054,14.98524
poem.171279.txt,0.01282,0.01852,0.00000,0.70000,0.00000,0.00000,21.80317
poem.171281.txt,0.03668,0.00000,0.00000,1.35000,0.00000,0.00009,50.63643
poem.171282.txt,0.07636,0.00556,0.00000,45.66571,1.00000,0.00041,0.76667
poem.171285.txt,0.02027,0.01120,0.00000,0.00000,0.00000,0.00000,8.31667
poem.171288.txt,0.00756,0.00000,0.00000,3.06667,0.00000,0.00000,5.41905
poem.171289.txt,0.01400,0.00000,0.00000,0.00000,0.00000,0.00066,14.05508
poem.171290.txt,0.02037,0.01650,0.00000,11.38667,0.00000,0.00020,162.25886
poem.171291.txt,0.01337,0.00000,0.00000,0.00000,0.00000,0.00000,8.93524
poem.171294.txt,0.02259,0.00000,0.00000,0.70000,0.00000,0.00000,11.88843
poem.171297.txt,0.02023,0.00000,0.00000,1.30000,0.00000,0.00048,18.77532
poem.171299.txt,0.01132,0.00000,0.00000,0.50000,0.00000,0.01601,6.85778
poem.171300.txt,0.00359,0.00421,0.00000,0.00000,0.00000,0.00023,4.93540
poem.171302.txt,0.02126,0.01159,0.00000,2.15000,0.00000,0.00000,12.93238
poem.171303.txt,0.03085,0.00000,0.00000,0.55000,0.00000,0.00000,16.96024
poem.171306.txt,0.01885,0.01455,0.00000,8.82778,0.00000,0.00076,46.11751
poem.171307.txt,0.02423,0.01314,0.00000,1.75000,0.00000,0.00062,5.66762
poem.171308.txt,0.02814,0.00486,0.00000,5.00000,0.00000,0.00000,4.65103
poem.171309.txt,0.01519,0.01086,0.00000,1.46667,0.00000,0.00000,10.97193
poem.171310.txt,0.03543,0.00923,0.00000,1.73333,0.00000,0.00053,14.83460
poem.171311.txt,0.02737,0.03315,0.00000,36.27823,1.73333,0.00060,620.97685
poem.171313.txt,0.05526,0.01667,0.00000,2.94000,0.00000,0.00000,2.80278
poem.171314.txt,0.01988,0.04510,0.00000,1.39444,0.00000,0.00346,5.79452
poem.171315.txt,0.01762,0.04348,0.00000,0.00000,0.00000,0.00054,3.95952
poem.171316.txt,0.01864,0.00800,0.00000,0.00000,0.00000,0.00000,7.34000
poem.171317.txt,0.05153,0.02143,0.00000,0.48000,0.00000,0.00000,3.28690
poem.171322.txt,0.01348,0.04409,0.00000,0.00000,0.00000,0.00086,9.39762
poem.171323.txt,0.01754,0.02141,0.00000,3.03333,0.00000,0.00000,7.09952
poem.171325.txt,0.02010,0.02200,0.00000,1.15000,0.00000,0.00000,16.30738
poem.171331.txt,0.02254,0.01425,0.00000,1.10667,0.00000,0.00078,14.99778
poem.171336.txt,0.03784,0.01571,0.00000,0.00000,0.00000,0.00000,16.18738
poem.171342.txt,0.02112,0.00920,0.00000,0.60000,0.00000,0.00057,12.63444
poem.171343.txt,0.02196,0.02556,0.00000,0.00000,0.00000,0.00000,6.20683
poem.171348.txt,0.03234,0.00000,0.00000,3.55667,0.00000,0.00000,10.28357
poem.171349.txt,0.02053,0.00000,0.00000,1.10000,0.00000,0.00000,4.48667
poem.171350.txt,0.02284,0.01824,0.00000,15.93000,0.90000,0.00221,87.17733
poem.171352.txt,0.04917,0.02469,0.00000,1.82667,0.00000,0.00000,14.24000
poem.171354.txt,0.03550,0.04123,0.00000,0.68000,0.00000,0.00046,26.57516
poem.171355.txt,0.04602,0.00000,0.00000,28.40095,0.00000,0.00140,2.82286
poem.171358.txt,0.06511,0.03396,0.00000,28.37762,0.00000,0.00321,96.59651
poem.171360.txt,0.01754,0.00000,0.00000,0.00000,0.00000,0.00000,4.96619
poem.171362.txt,0.01299,0.01647,0.00000,0.00000,0.00000,0.00000,3.39667
poem.171363.txt,0.01459,0.00000,0.00000,0.00000,0.00000,0.00000,3.32000
poem.171367.txt,0.01470,0.00000,0.00000,0.00000,0.00000,0.00000,3.68667
poem.171368.txt,0.00452,0.00000,0.00000,0.15000,0.00000,0.00000,3.27000
poem.171369.txt,0.01922,0.00972,0.00000,1.94667,0.00000,0.00042,11.68071
poem.171370.txt,0.03206,0.00577,0.00000,0.00000,0.00000,0.00063,6.28000
poem.171372.txt,0.03810,0.02533,0.00000,0.00000,0.00000,0.00000,10.11714
poem.171373.txt,0.01826,0.00000,0.00000,1.40000,0.00000,0.00000,1.25000
poem.171376.txt,0.01955,0.01905,0.00000,2.10000,0.00000,0.00000,3.75768
poem.171382.txt,0.01539,0.00000,0.00000,2.83333,0.00000,0.00151,5.87762
poem.171383.txt,0.01238,0.02917,0.00000,0.60000,0.00000,0.00000,2.46667
poem.171385.txt,0.18632,0.00000,0.00000,5.67333,0.00000,0.00344,5.19333
poem.171389.txt,0.00983,0.00286,0.00000,4.40000,0.00000,0.00028,16.28357
poem.171392.txt,0.00808,0.00544,0.00000,0.00000,0.00000,0.00132,3.18286
poem.171395.txt,0.00358,0.04348,0.00000,0.93333,0.00000,0.00108,0.71833
poem.171397.txt,0.02400,0.00000,0.00000,0.00000,0.00000,0.00072,2.51667
poem.171399.txt,0.01374,0.03658,0.00000,0.00000,0.00000,0.00028,15.49762
poem.171400.txt,0.03730,0.00000,0.00000,1.60000,0.00000,0.00000,2.85119
poem.171401.txt,0.08193,0.01481,0.00000,17.60000,0.00000,0.00000,4.95238
poem.171403.txt,0.02169,0.00000,0.00000,1.46667,0.00000,0.00000,9.44286
poem.171404.txt,0.01378,0.00000,0.00000,1.98333,0.00000,0.00187,5.96452
poem.171406.txt,0.08480,0.00476,0.00000,7.56190,0.00000,0.00000,11.41000
poem.171410.txt,0.01975,0.01963,0.00000,0.00000,0.00000,0.00018,13.59015
poem.171411.txt,0.01185,0.03897,0.00000,0.00000,0.00000,0.00079,5.92315
poem.171413.txt,0.01953,0.01094,0.00000,0.00000,0.00000,0.00081,7.17698
poem.171417.txt,0.01028,0.00429,0.00000,0.37143,0.00000,0.01225,9.54429
poem.171419.txt,0.00495,0.00000,0.00000,0.00000,0.00000,0.00000,0.90000
poem.171421.txt,0.02418,0.01786,0.00000,0.00000,0.00000,0.00000,9.47111
poem.171424.txt,0.02435,0.00000,0.00000,2.83333,0.00000,0.00030,39.89206
poem.171425.txt,0.01696,0.00813,0.00000,1.10000,0.00000,0.00238,15.64238
poem.171427.txt,0.01881,0.01204,0.00000,4.36667,0.00000,0.00041,31.96500
poem.171428.txt,0.01930,0.00667,0.00000,1.52500,0.00000,0.00000,26.82206
poem.171429.txt,0.03153,0.00000,0.00000,0.42000,0.00000,0.00081,12.00762
poem.171431.txt,0.02177,0.00514,0.00000,22.05548,0.00000,0.00035,379.77538
poem.171432.txt,0.01680,0.02775,0.00000,2.53333,0.00000,0.00081,39.75500
poem.171433.txt,0.01894,0.04226,0.00000,2.55000,0.00000,0.00075,33.71190
poem.171436.txt,0.02583,0.01071,0.00000,0.00000,0.00000,0.00000,10.43000
poem.171438.txt,0.01556,0.00000,0.00000,0.33333,0.00000,0.00000,10.44571
poem.171439.txt,0.01485,0.01358,0.00000,2.21667,0.00000,0.00047,29.62214
poem.171440.txt,0.03622,0.00000,0.00000,3.63476,0.00000,0.00000,3.97190
poem.171443.txt,0.17209,0.00000,0.00000,3.09762,0.00000,0.00000,0.00000
poem.171445.txt,0.07267,0.00000,0.00000,10.04667,0.00000,0.00000,14.29119
poem.171448.txt,0.22222,0.00000,0.00000,1.33333,0.00000,0.00000,0.00000
poem.171453.txt,0.03348,0.02125,0.00000,5.91667,0.00000,0.00026,78.48714
poem.171454.txt,0.01596,0.01124,0.00000,13.97905,0.85000,0.00090,200.76357
poem.171456.txt,0.01579,0.00493,0.00000,3.18333,0.00000,0.00048,35.06238
poem.171457.txt,0.04781,0.00519,0.00000,22.83365,0.00000,0.00046,19.37810
poem.171458.txt,0.01936,0.00000,0.00000,8.28889,0.00000,0.00000,2.25000
poem.171460.txt,0.01986,0.00000,0.00000,0.96818,0.00000,0.00035,45.92619
poem.171464.txt,0.02061,0.00000,0.00000,7.36000,0.00000,0.00039,83.58762
poem.171465.txt,0.01048,0.00537,0.00000,4.23333,0.00000,0.00082,37.91474
poem.171466.txt,0.04094,0.00000,0.00000,0.00000,0.00000,0.00221,3.50667
poem.171467.txt,0.01501,0.00000,0.00000,1.56667,0.00000,0.00000,8.60222
poem.171470.txt,0.02574,0.01014,0.00000,2.43333,0.00000,0.00025,24.29381
poem.171471.txt,0.00000,0.33333,0.00000,0.00000,0.00000,0.00000,0.33333
poem.171473.txt,0.01525,0.00000,0.00000,1.15000,0.00000,0.00054,16.86190
poem.171475.txt,0.02795,0.00000,0.00000,0.00000,0.00000,0.00000,0.86000
poem.171477.txt,0.01682,0.02083,0.00000,3.62000,0.00000,0.00000,17.52937
poem.171481.txt,0.01694,0.03846,0.00000,2.95000,0.00000,0.00025,19.29488
poem.171482.txt,0.02461,0.00000,0.00000,6.46667,0.00000,0.00000,10.66095
poem.171484.txt,0.02705,0.00000,0.00000,12.60095,0.00000,0.00034,38.11246
poem.171487.txt,0.03257,0.01059,0.00000,3.17333,0.00000,0.00102,39.95190
poem.171490.txt,0.05484,0.00000,0.00000,4.45833,0.86667,0.00000,7.79000
poem.171492.txt,0.01307,0.05000,0.00000,0.44000,0.00000,0.00175,2.96167
poem.171493.txt,0.02061,0.04735,0.00000,2.06667,0.00000,0.00052,22.95714
poem.171498.txt,0.02108,0.01357,0.00000,1.08333,0.00000,0.00017,35.71789
poem.171499.txt,0.01945,0.00000,0.00000,0.00000,0.00000,0.00000,1.74000
poem.171502.txt,0.05971,0.01067,0.00000,1.08333,0.00000,0.00000,4.35190
poem.171504.txt,0.02379,0.00000,0.00000,0.55000,0.00000,0.00000,2.06667
poem.171505.txt,0.02506,0.00000,0.00000,0.73333,0.00000,0.00286,2.85000
poem.171507.txt,0.02203,0.00000,0.00000,0.55000,0.00000,0.00000,2.59000
poem.171509.txt,0.00650,0.00000,0.00000,0.00000,0.00000,0.00000,1.98810
poem.171510.txt,0.05514,0.00000,0.00000,0.55000,0.00000,0.00000,7.35095
poem.171512.txt,0.09517,0.01333,0.00000,24.17429,1.00000,0.00070,29.98825
poem.171514.txt,0.04864,0.02643,0.00000,25.78212,1.73333,0.00026,44.71286
poem.171516.txt,0.05028,0.00985,0.00000,13.40000,0.00000,0.00081,9.03024
poem.171518.txt,0.07126,0.04187,0.00000,3.72000,0.00000,0.00203,13.84143
poem.171520.txt,0.03020,0.00625,0.00000,6.90000,0.00000,0.00065,10.23203
poem.171522.txt,0.12308,0.02747,0.00000,16.68952,0.00000,0.00321,60.17738
poem.171523.txt,0.04539,0.00454,0.00000,13.33333,0.00000,0.00020,12.34222
poem.171529.txt,0.02607,0.00000,0.00000,3.26667,0.00000,0.00647,23.09429
poem.171532.txt,0.01593,0.00000,0.00000,6.88095,0.00000,0.00038,102.41476
poem.171536.txt,0.01852,0.00000,0.00000,0.00000,0.00000,0.00000,3.45429
poem.171539.txt,0.03668,0.00828,0.00000,1.98000,0.00000,0.00000,7.32024
poem.171541.txt,0.01505,0.00000,0.00000,6.88444,0.00000,0.00000,12.95476
poem.171542.txt,0.01277,0.00000,0.00000,0.00000,0.00000,0.00088,2.36571
poem.171544.txt,0.03321,0.01944,0.00000,0.00000,0.00000,0.00000,1.98619
poem.171546.txt,0.02329,0.00000,0.00000,1.95714,0.00000,0.00009,40.31079
poem.171549.txt,0.01310,0.00000,0.00000,1.73333,0.00000,0.00008,41.27048
poem.171550.txt,0.04484,0.00420,0.00000,0.00000,0.00000,0.00111,21.03000
poem.171552.txt,0.01560,0.12727,0.00000,0.55000,0.00000,0.00021,22.54714
poem.171554.txt,0.02518,0.02500,0.00000,0.00000,0.00000,0.00162,4.76035
poem.171555.txt,0.02699,0.00000,0.00000,1.80333,0.00000,0.00325,65.47508
poem.171558.txt,0.01647,0.00000,0.00000,0.00000,0.00000,0.00130,3.17714
poem.171560.txt,0.02202,0.01352,0.00000,0.81000,0.00000,0.00059,28.11516
poem.171562.txt,0.01831,0.00000,0.00000,1.10000,0.00000,0.00113,6.41429
poem.171563.txt,0.02656,0.00804,0.00000,1.20000,0.00000,0.00140,6.32857
poem.171565.txt,0.06643,0.00000,0.00000,0.73333,0.00000,0.01429,3.06667
poem.171571.txt,0.10300,0.06000,0.00000,1.45333,0.00000,0.00000,4.26333
poem.171574.txt,0.01804,0.00333,0.00000,1.43333,0.00000,0.00000,3.33667
poem.171575.txt,0.04535,0.00645,0.00000,33.33905,7.05000,0.00888,247.04119
poem.171579.txt,0.02059,0.01801,0.00000,1.90905,0.90000,0.00039,22.35484
poem.171580.txt,0.00716,0.00000,0.00000,0.00000,0.00000,0.00000,2.45000
poem.171587.txt,0.05754,0.00000,0.00000,0.00000,0.00000,0.00000,21.06151
poem.171589.txt,0.01494,0.00000,0.00000,4.26667,0.00000,0.01040,24.96881
poem.171590.txt,0.03657,0.00000,0.00000,0.73333,0.00000,0.00000,14.68786
poem.171592.txt,0.01444,0.00000,0.00000,1.62778,0.00000,0.00085,22.77500
poem.171594.txt,0.04854,0.00000,0.00000,0.00000,0.00000,0.00013,62.16167
poem.171596.txt,0.02443,0.00000,0.00000,0.75000,0.00000,0.00000,10.53000
poem.171599.txt,0.02031,0.00000,0.00000,44.03325,0.00000,0.00132,707.17542
poem.171600.txt,0.01604,0.00000,0.00000,3.97857,0.00000,0.00326,50.50532
poem.171601.txt,0.01570,0.00400,0.00000,0.00000,0.00000,0.00037,14.24952
poem.171602.txt,0.03133,0.00625,0.00000,0.55000,0.00000,0.00100,10.32063
poem.171604.txt,0.04099,0.03689,0.00000,0.00000,0.00000,0.00275,3.77000
poem.171605.txt,0.01093,0.00946,0.00000,1.50000,0.00000,0.00073,9.31702
poem.171607.txt,0.05255,0.00000,0.00000,0.00000,0.00000,0.00000,14.16968
poem.171608.txt,0.01275,0.00000,0.00000,2.20000,0.80000,0.01798,9.65000
poem.171611.txt,0.01993,0.00372,0.00000,0.00000,0.00000,0.00000,20.83551
poem.171612.txt,0.08607,0.01389,0.00000,3.58333,0.00000,0.00327,2.13333
poem.171613.txt,0.03185,0.00000,0.00000,0.00000,0.00000,0.00000,1.29333
poem.171619.txt,0.02661,0.00000,0.00000,2.03333,0.00000,0.00000,0.89333
poem.171620.txt,0.01388,0.01846,0.00000,19.62048,0.00000,0.00015,155.41986
poem.171621.txt,0.14722,0.00000,0.00000,12.23333,0.00000,0.00000,1.28333
poem.171625.txt,0.00784,0.00667,0.00000,0.00000,0.00000,0.00275,1.52667
poem.171628.txt,0.05071,0.20860,0.00000,8.94667,0.85000,0.00000,55.69667
poem.171629.txt,0.07778,0.00000,0.00000,0.46667,0.00000,0.00000,0.00000
poem.171630.txt,0.08125,0.00000,0.00000,0.65000,0.00000,0.00000,0.00000
poem.171633.txt,0.24722,0.00000,0.00000,1.48333,0.00000,0.00000,0.00000
poem.171634.txt,0.02857,0.00000,0.00000,1.20000,0.00000,0.00000,0.00000
poem.171637.txt,0.10184,0.00000,0.00000,3.10333,0.00000,0.00000,2.76667
poem.171641.txt,0.19167,0.00000,0.00000,1.93333,0.00000,0.00000,0.00000
poem.171645.txt,0.02286,0.00000,0.00000,6.08333,0.00000,0.00000,8.64333
poem.171646.txt,0.01143,0.00000,0.00000,2.40000,0.00000,0.00000,0.00000
poem.171654.txt,0.04785,0.00000,0.00000,2.55000,0.00000,0.00000,1.89762
poem.171658.txt,0.00824,0.00000,0.00000,1.30000,0.00000,0.01071,0.20000
poem.171660.txt,0.02004,0.00000,0.00000,1.30000,0.00000,0.00000,2.34667
poem.171661.txt,0.00807,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000
poem.171663.txt,0.00722,0.03006,0.00000,0.75000,0.00000,0.00000,5.15833
poem.171664.txt,0.00976,0.01361,0.00000,0.00000,0.00000,0.00000,2.48294
poem.171668.txt,0.02405,0.00488,0.00000,0.55000,0.00000,0.00067,16.38476
poem.171670.txt,0.01160,0.00000,0.00000,0.55000,0.00000,0.00000,1.26000
poem.171672.txt,0.01025,0.02222,0.00000,1.18333,0.00000,0.00026,14.10491
poem.171684.txt,0.01446,0.00000,0.00000,0.60000,0.00000,0.00000,1.46476
poem.171685.txt,0.01294,0.00000,0.00000,0.00000,0.00000,0.00272,2.71667
poem.171688.txt,0.02006,0.00000,0.00000,0.00000,0.00000,0.00000,2.21333
poem.171689.txt,0.01462,0.01143,0.00000,1.28333,0.00000,0.00000,4.13143
poem.171691.txt,0.03178,0.00000,0.00000,4.46667,0.00000,0.00048,106.46024
poem.171692.txt,0.02279,0.08667,0.00000,0.00000,0.00000,0.00000,3.78500
poem.171694.txt,0.02500,0.00000,0.00000,1.20000,0.00000,0.00139,9.88651
poem.171706.txt,0.01995,0.00750,0.00000,1.85000,0.00000,0.00000,16.31424
poem.171709.txt,0.02379,0.00000,0.00000,0.00000,0.00000,0.00059,6.81167
poem.171710.txt,0.03248,0.02871,0.00000,1.63333,0.00000,0.00161,7.77571
poem.171711.txt,0.03372,0.01850,0.00000,10.49333,0.00000,0.00063,91.28214
